1570044379.7754848, 1570044379.7752483, 4, 0.99245, 0.06537, -0.00799, 0.10343, -0.00086, -0.01554, 0.02422
1570044379.780412, 1570044379.7803, 4, 0.99246, 0.06521, -0.00816, 0.10346, 0.02481, -0.02511, 0.01612
1570044379.7843957, 1570044379.784319, 3, 0.97947, 0.15509, 0.00938, 0.12843, 0.00179, -0.02005, -0.0011
1570044379.7892442, 1570044379.7891686, 4, 0.99246, 0.06512, -0.00819, 0.10354, -0.00891, -0.03145, 0.02257
1570044379.8004837, 1570044379.8003268, 3, 0.97947, 0.15504, 0.0085, 0.12858, 0.01137, -0.03043, -0.00475
1570044379.828409, 1570044379.8282397, 3, 0.9794, 0.15495, 0.008, 0.12927, -0.00343, -0.02652, -0.00216
1570044379.8414085, 1570044379.841231, 4, 0.99241, 0.06435, -0.00837, 0.10441, -0.03251, -0.0109, 0.02463
1570044379.8565085, 1570044379.856343, 3, 0.97937, 0.15457, 0.00767, 0.12997, 0.01079, -0.02698, -0.00108
1570044379.884524, 1570044379.8843467, 3, 0.97929, 0.15427, 0.00728, 0.1309, 0.0199, -0.03295, -0.02022
1570044379.889451, 1570044379.8893275, 3, 0.97929, 0.1541, 0.00722, 0.13115, 0.0026, -0.02999, -0.00939
1570044379.9014716, 1570044379.9012616, 3, 0.97928, 0.15402, 0.00709, 0.13129, -0.01168, -0.02186, -0.00599
1570044379.9053543, 1570044379.905234, 4, 0.99242, 0.06067, -0.00974, 0.10638, -0.03744, -0.03143, 0.00994
1570044379.9092946, 1570044379.9091766, 3, 0.97927, 0.15402, 0.00691, 0.13136, -0.00982, -0.01752, -0.00158
1570044379.914471, 1570044379.9143069, 3, 0.97927, 0.15397, 0.00685, 0.13141, 0.00839, -0.02608, -0.01131
1570044379.9203577, 1570044379.9202335, 4, 0.99242, 0.06025, -0.00992, 0.10666, -0.03737, -0.00965, 0.02471
1570044379.92533, 1570044379.9252062, 4, 0.99245, 0.05935, -0.01072, 0.10681, 0.00594, -0.02699, -0.00152
1570044379.9475431, 1570044379.9473617, 3, 0.9792, 0.15406, 0.0068, 0.13186, 0.00672, -0.04607, -0.01845
1570044379.9554722, 1570044379.9553096, 3, 0.97919, 0.15404, 0.00681, 0.13194, 0.00561, -0.05592, -0.0216
