1570042924.0982463, 1570042924.0976357, 3, 0.99996, 0.00804, -2e-05, 0.00297, -0.00365, -0.01946, -0.00545
1570042924.1049447, 1570042924.104618, 3, 0.99996, 0.00816, -0.00018, 0.00275, -0.00614, -0.02585, -0.00525
1570042924.109913, 1570042924.1096013, 4, 0.99989, -0.00783, -0.00168, 0.01234, -0.00011, -0.00775, 0.00304
1570042924.1150284, 1570042924.1146584, 3, 0.99996, 0.00824, -0.00026, 0.00263, -0.00638, -0.02244, -0.00812
1570042924.116965, 1570042924.116694, 4, 0.9999, -0.00791, -0.00179, 0.01181, 0.00132, 0.00223, 0.00219
1570042924.1327627, 1570042924.1325905, 4, 0.9999, -0.00794, -0.00186, 0.01143, -0.00185, -0.00754, -0.00253
1570042924.1376734, 1570042924.1375318, 3, 0.99996, 0.00863, -0.00044, 0.0022, 0.00368, -0.02494, -0.00156
1570042924.1406837, 1570042924.140545, 4, 0.9999, -0.00796, -0.00189, 0.01127, -0.00749, 0.00287, 0.0031
1570042924.1487653, 1570042924.1485848, 4, 0.9999, -0.00796, -0.00192, 0.01115, -0.0133, 0.00121, -0.00048
1570042924.1677601, 1570042924.1675718, 3, 0.99996, 0.00879, -0.00053, 0.00152, 0.00287, -0.0268, -0.0021
1570042924.1726964, 1570042924.1725502, 4, 0.99991, -0.00784, -0.00208, 0.01098, -0.00505, 0.00058, 0.00834
1570042924.1756132, 1570042924.1755369, 3, 0.99996, 0.00882, -0.00059, 0.00129, 0.00953, -0.02873, -0.00368
1570042924.179613, 1570042924.1795402, 4, 0.99991, -0.00774, -0.00219, 0.01102, -0.00847, -0.00383, -0.00506
1570042924.1837828, 1570042924.1836178, 3, 0.99996, 0.00888, -0.00061, 0.00117, 0.01238, -0.03421, 0.00057
1570042924.190747, 1570042924.1905723, 4, 0.99991, -0.00772, -0.00227, 0.01104, -0.0085, -0.00064, -0.00066
1570042924.194752, 1570042924.1946352, 3, 0.99996, 0.00893, -0.00061, 0.00114, 0.02033, -0.03256, 0.00013
1570042924.2077124, 1570042924.2075527, 4, 0.99991, -0.00759, -0.00259, 0.01119, -0.00119, -0.00584, -0.00339
1570042924.2107506, 1570042924.2106526, 3, 0.99996, 0.0091, -0.00063, 0.00128, 0.0138, -0.0351, 0.00421
