1570043001.724265,1570043001.7240958,4,0.9558,0.25272,0.06202,0.13688,-0.00391,-0.0005,-0.00757
1570043001.7273316,1570043001.7271783,3,0.92648,0.30879,0.14739,0.15673,0.00199,-0.01763,-0.00064
1570043001.732128,1570043001.7320492,4,0.95578,0.25276,0.06203,0.13691,-0.00328,-0.00341,-0.00526
1570043001.7362745,1570043001.7361662,3,0.92644,0.30887,0.14742,0.15676,0.002,-0.02117,-3e-05
1570043001.744207,1570043001.744087,4,0.95576,0.25282,0.06202,0.13697,-0.00343,-0.00676,-0.00109
1570043001.7563426,1570043001.7561758,4,0.95573,0.25292,0.06196,0.137,0.00582,-0.0246,0.01024
1570043001.767307,1570043001.767177,3,0.92639,0.30896,0.14746,0.15682,-0.00141,-0.02624,0.00045
1570043001.7702904,1570043001.7701764,4,0.95576,0.25288,0.06198,0.13689,0.00086,-0.01108,0.00141
1570043001.7732508,1570043001.7731607,3,0.92637,0.30904,0.14747,0.15679,-0.00053,-0.02103,0.00606
1570043001.7782462,1570043001.778156,4,0.95575,0.25292,0.06199,0.13688,0.00376,-0.00943,-0.00935
1570043001.7833476,1570043001.783189,4,0.95573,0.25298,0.062,0.13687,0.00372,-0.01082,-0.01028
1570043001.790328,1570043001.790182,4,0.95573,0.25301,0.06201,0.13684,0.00512,-0.00796,0.00465
1570043001.7962868,1570043001.7961662,4,0.95573,0.25303,0.06196,0.13682,0.00546,-0.01499,0.01462
1570043001.799287,1570043001.7991822,3,0.92637,0.30906,0.14747,0.15677,-0.00647,-0.01784,0.00213
1570043001.8022676,1570043001.802168,4,0.95572,0.25307,0.06191,0.13682,0.00952,-0.02184,0.01261
1570043001.806254,1570043001.8061647,3,0.92636,0.30915,0.14749,0.15665,-0.00369,-0.03143,0.00599
1570043001.8112507,1570043001.8111591,4,0.95573,0.25307,0.06188,0.13681,0.00372,-0.02333,0.00788
1570043001.8153589,1570043001.8151922,3,0.92635,0.30918,0.14748,0.15661,-0.00312,-0.03217,0.00148
1570043001.8233156,1570043001.823183,3,0.92635,0.30924,0.14744,0.15657,-0.00571,-0.03182,0.00289
1570043001.828291,1570043001.8281746,3,0.92635,0.30925,0.14742,0.15656,-0.00621,-0.03007,0.00292
1570043001.8351943,1570043001.8350754,4,0.95575,0.25298,0.06194,0.13679,-0.01082,-0.01505,-0.00793
1570043001.8392506,1570043001.839162,3,0.92635,0.30925,0.14742,0.15654,-0.00141,-0.02581,0.00554
1570043001.8454683,1570043001.8452644,4,0.95575,0.25294,0.06196,0.13687,0.00818,-0.00951,0.00089
1570043001.852378,1570043001.8521852,4,0.95574,0.25296,0.06191,0.1369,0.01125,-0.01415,-0.00224
1570043001.8564477,1570043001.8562298,3,0.92635,0.30926,0.14747,0.15651,-0.00159,-0.01994,0.00397
1570043001.8633406,1570043001.8631828,3,0.92634,0.30927,0.14748,0.15651,0.00276,-0.01888,0.00431
1570043001.8682904,1570043001.8681664,3,0.92634,0.30927,0.1475,0.1565,0.00207,-0.01211,0.00403
1570043001.8733082,1570043001.8731673,4,0.95571,0.25306,0.06188,0.13692,0.00444,-0.00461,-0.0084
1570043001.879316,1570043001.8791697,3,0.92635,0.30925,0.14751,0.15647,0.00257,-0.0118,-0.00143
1570043001.8843353,1570043001.8841991,4,0.95569,0.25317,0.06188,0.13689,0.00447,-0.01344,0.00363
1570043001.8892355,1570043001.8890915,3,0.92635,0.30927,0.1475,0.15643,-0.00268,-0.02218,-0.00393
1570043001.8943417,1570043001.894187,4,0.9557,0.25315,0.0619,0.13682,-0.0004,-0.01588,0.00945
1570043001.9043384,1570043001.9041812,4,0.95573,0.25309,0.06194,0.13672,-0.00832,-0.01018,0.00288
1570043001.9123137,1570043001.9121692,4,0.95573,0.25307,0.06198,0.13675,-0.01062,-0.00703,0.00163
1570043001.922287,1570043001.9221082,4,0.95571,0.25308,0.06203,0.1368,-0.00888,-0.01606,-0.00381
1570043001.924292,1570043001.924166,3,0.92642,0.30916,0.14753,0.15622,0.00525,-0.02412,-0.00409
1570043001.9302049,1570043001.930075,4,0.9557,0.25307,0.06211,0.13686,-0.00734,-0.0241,-0.00017
1570043001.9332516,1570043001.933166,3,0.92642,0.30914,0.14757,0.15622,0.00988,-0.03346,-3e-05
1570043001.937163,1570043001.9370682,4,0.9557,0.25305,0.06216,0.13688,-0.00423,-0.01617,-4e-05
1570043001.9402597,1570043001.9401374,3,0.9264,0.30916,0.14758,0.15625,0.00637,-0.03256,0.00275
1570043001.944266,1570043001.9441504,4,0.9557,0.25304,0.06218,0.13691,0.00062,-0.01927,-0.00462
1570043001.9493587,1570043001.94919,3,0.92636,0.30923,0.14761,0.15633,0.00811,-0.03026,0.00958
1570043001.9541786,1570043001.9540792,4,0.95569,0.25301,0.06221,0.13698,-0.00985,-0.01143,-0.01004
1570043001.956247,1570043001.9561691,3,0.92634,0.30923,0.14764,0.15644,0.00822,-0.02463,0.00251
1570043001.9632154,1570043001.963071,4,0.95569,0.25298,0.06216,0.13712,-0.00205,-0.02242,-0.00221
1570043001.966276,1570043001.966161,3,0.92634,0.3092,0.14766,0.15651,0.0085,-0.022,0.00143
1570043001.9722886,1570043001.9721568,3,0.92632,0.3092,0.14767,0.15659,0.003,-0.02231,0.00674
1570043001.9762805,1570043001.9761646,4,0.95571,0.25284,0.06205,0.13729,0.00646,-0.01182,-0.0028
1570043001.9834278,1570043001.9832158,3,0.92631,0.30923,0.14762,0.15666,-0.00395,-0.02858,0.01019
1570043001.9893646,1570043001.9891927,3,0.92629,0.30926,0.14755,0.15679,-0.00042,-0.02043,0.0039
1570043001.9933252,1570043001.9931755,4,0.95571,0.25282,0.06204,0.13731,0.0098,-0.00508,-0.01005
1570043001.9983232,1570043001.9981763,3,0.92627,0.30928,0.14752,0.15689,0.00232,-0.02592,0.00919
1570043002.0032816,1570043002.0031607,3,0.92623,0.30931,0.14752,0.15706,0.00828,-0.02175,0.01197
1570043002.00728,1570043002.0071628,4,0.95567,0.25288,0.06199,0.13751,0.00116,-0.01644,-0.01025
1570043002.010288,1570043002.0101635,3,0.9262,0.30935,0.14749,0.15716,-0.00355,-0.02199,0.01263
1570043002.0163453,1570043002.0161948,3,0.92618,0.3094,0.14746,0.15725,-0.0027,-0.02174,0.00972
1570043002.023337,1570043002.0231824,3,0.92616,0.30942,0.14743,0.15733,-0.0034,-0.01818,0.00805
1570043002.02828,1570043002.028145,4,0.95561,0.25284,0.06189,0.13799,0.005,-0.00506,-0.00933
1570043002.0312874,1570043002.0311618,3,0.92615,0.30941,0.14742,0.15742,-0.00092,-0.02457,0.00198
1570043002.035275,1570043002.0351586,4,0.9556,0.25284,0.06185,0.13811,0.00281,-0.00664,-0.00491
1570043002.0402868,1570043002.0401635,3,0.92614,0.3094,0.14742,0.15752,-0.00332,-0.02333,0.00357
1570043002.045412,1570043002.0452144,4,0.95559,0.25283,0.0618,0.13822,0.00403,-0.0153,-0.00316
1570043002.0523572,1570043002.0521865,3,0.92613,0.30939,0.14739,0.15761,-0.00452,-0.01979,0.00196
1570043002.057318,1570043002.057173,4,0.95559,0.25279,0.06174,0.13831,0.01034,-0.01511,0.00667
1570043002.0622897,1570043002.062166,3,0.92613,0.30936,0.14737,0.15768,-0.00346,-0.01743,0.00128
1570043002.0683117,1570043002.0681694,3,0.92615,0.30927,0.14734,0.15779,0.00016,-0.01446,-0.01266
1570043002.0793447,1570043002.0792124,3,0.92616,0.30922,0.14732,0.15785,0.00027,-0.01975,-0.00971
1570043002.083342,1570043002.0831876,4,0.95569,0.25251,0.0617,0.13812,-0.00305,-0.00815,0.00547
1570043002.0882046,1570043002.0880687,3,0.92617,0.30917,0.14728,0.15788,-0.00303,-0.02233,-0.00145
1570043002.0932608,1570043002.0931618,4,0.95571,0.25245,0.0617,0.13813,-0.00644,-0.00515,0.00087
1570043002.0981946,1570043002.0980752,3,0.9262,0.3091,0.14724,0.15789,-0.00064,-0.02022,-0.00375
1570043002.1012986,1570043002.1011724,4,0.95574,0.25232,0.06171,0.13818,-0.01212,0.00103,0.00545
1570043002.1162734,1570043002.1160936,4,0.95574,0.25222,0.06171,0.13834,-0.00705,-0.01277,-0.00055
1570043002.1213458,1570043002.121188,4,0.95574,0.25216,0.0617,0.13844,-0.00223,-0.01653,0.005
1570043002.1332495,1570043002.1330848,3,0.9263,0.30873,0.1471,0.15814,-0.00041,-0.01841,-0.00164
1570043002.136276,1570043002.1361587,4,0.95576,0.25203,0.06166,0.13854,0.00893,-0.00855,0.00794
1570043002.1433132,1570043002.1431713,4,0.95577,0.25201,0.06162,0.13855,0.01164,-0.01799,0.00372
1570043002.147365,1570043002.1471858,3,0.92634,0.30866,0.14705,0.15815,0.00032,-0.02421,0.00037
1570043002.150289,1570043002.1501715,4,0.95579,0.25198,0.06159,0.1385,0.01484,-0.02037,0.01361
1570043002.1542642,1570043002.1541655,3,0.92635,0.30864,0.14703,0.15814,-0.00513,-0.02796,0.0021
1570043002.158307,1570043002.1581728,4,0.95581,0.25191,0.06159,0.13845,0.00522,-0.02705,0.00369
1570043002.1652057,1570043002.165083,4,0.95583,0.25185,0.06163,0.13844,-0.00577,-0.01854,-0.00261
1570043002.1732075,1570043002.1730795,4,0.95584,0.25182,0.06166,0.13843,-0.00633,-0.00768,-0.01103
1570043002.1873472,1570043002.1871867,3,0.92639,0.30845,0.14701,0.15826,0.00814,-0.01411,-0.00839
1570043002.1943216,1570043002.1941822,3,0.92638,0.30843,0.14704,0.15831,0.00647,-0.02537,0.00106
1570043002.200169,1570043002.200066,4,0.95581,0.25185,0.06172,0.13853,-0.00592,-0.00819,-0.00878
1570043002.204324,1570043002.2041726,3,0.92637,0.30841,0.14706,0.1584,0.00553,-0.0323,-0.00141
1570043002.207332,1570043002.2071707,4,0.95582,0.25177,0.06164,0.13861,-0.00538,-0.0211,0.01265
1570043002.21227,1570043002.2121444,3,0.92636,0.30839,0.14707,0.15852,0.00962,-0.02773,0.00208
1570043002.2153077,1570043002.2151742,4,0.95583,0.2517,0.06163,0.13868,-0.00718,-0.00604,0.00165
1570043002.2193224,1570043002.2191825,3,0.92636,0.30836,0.14703,0.15862,0.00179,-0.01693,-0.00191
1570043002.2252092,1570043002.225086,4,0.95583,0.25165,0.06161,0.13882,-0.00878,-0.00559,-0.0132
