t_seat_pos,seat_pos,t_imus,qang,t_leg_stim,leg_stim,pic_leg_stim,leg_stim_duration
1570043554.5079396,270.0,1570043554.4994268,64.26357578303515,1570043554.4991553,1.0,1.0,
1570043554.5399308,271.0,1570043554.5094268,64.43247260649977,1570043554.5591598,1.0,0.0,
1570043554.5758862,273.0,1570043554.5194268,64.43247260649977,1570043554.6217375,1.0,0.0,
1570043554.6079962,275.0,1570043554.5294268,64.43247260649977,1570043554.689227,1.0,0.0,
1570043554.6401105,279.0,1570043554.5394268,64.45178533187203,1570043554.7542408,1.0,0.0,
1570043554.6759458,283.0,1570043554.5494268,64.45178533187203,1570043554.8216617,1.0,0.0,
1570043554.7079327,288.0,1570043554.5594268,64.44289154877242,1570043554.8879325,1.0,0.0,
1570043554.7399638,294.0,1570043554.5694268,64.41810620032449,1570043554.9557495,1.0,0.0,
1570043554.7759728,301.0,1570043554.5794268,64.3799148178528,1570043555.0392215,1.0,0.0,
1570043554.8079815,309.0,1570043554.5894268,64.40931356086263,1570043555.0991712,1.0,0.0,
1570043554.8399367,317.0,1570043554.5994267,64.46928781239217,1570043555.159162,1.0,0.0,
1570043554.8759382,326.0,1570043554.6094267,64.54685334062857,1570043555.2217288,1.0,0.0,
1570043554.9078972,333.0,1570043554.6194267,64.08135505189512,1570043555.285433,1.0,0.0,
1570043554.940004,343.0,1570043554.6294267,64.08135505189512,1570043555.3530004,1.0,0.0,
1570043554.9759789,350.0,1570043554.6394267,64.08135505189512,1570043555.4204876,1.0,0.0,
1570043555.008009,357.0,1570043554.6494267,61.29126420198454,1570043555.4866812,1.0,0.0,
1570043555.0399642,365.0,1570043554.6594267,61.29126420198454,1570043555.57918,1.0,0.0,
1570043555.075985,371.0,1570043554.6694267,61.29126420198454,1570043555.6404753,1.0,0.0,
1570043555.107972,377.0,1570043554.6794267,60.65341752639172,1570043555.696709,1.0,0.0,
1570043555.1400611,381.0,1570043554.6894267,56.184453747930256,1570043555.7592165,1.0,0.0,
1570043555.1759841,386.0,1570043554.6994267,56.184453747930256,1570043555.8204472,1.0,0.0,
1570043555.2079844,390.0,1570043554.7094266,56.184453747930256,1570043555.882925,0.0,1.0,
1570043555.2399948,393.0,1570043554.7194266,56.184453747930256,1570043555.9504158,0.0,0.0,
1570043555.2759283,396.0,1570043554.7294266,56.184453747930256,1570043556.0154452,0.0,0.0,
1570043555.3079355,397.0,1570043554.7394266,55.08804036250628,1570043556.0829551,0.0,0.0,
1570043555.3400383,400.0,1570043554.7494266,54.36080202664696,1570043556.1494565,0.0,0.0,
1570043555.3759544,400.0,1570043554.7594266,54.36080202664696,1570043556.2392094,0.0,0.0,
1570043555.407936,402.0,1570043554.7694266,53.847766914629794,1570043556.2991588,-1.0,1.0,
1570043555.4399335,402.0,1570043554.7794266,54.161701211021054,1570043556.3591192,-1.0,0.0,
1570043555.4759445,402.0,1570043554.7894266,54.65482719890998,1570043556.4179323,-1.0,0.0,
1570043555.5079684,402.0,1570043554.7994266,54.38411164705525,1570043556.485432,-1.0,0.0,
1570043555.5399642,403.0,1570043554.8094265,53.96073753208195,1570043556.5479658,-1.0,0.0,
1570043555.5759077,403.0,1570043554.8194265,53.723980119392344,1570043556.6117222,-1.0,0.0,
1570043555.607927,403.0,1570043554.8294265,53.723980119392344,1570043556.6792076,-1.0,0.0,
1570043555.6400423,402.0,1570043554.8394265,53.0610740834926,1570043556.747945,-1.0,0.0,
1570043555.6760879,403.0,1570043554.8494265,53.0610740834926,1570043556.8257399,-1.0,0.0,
1570043555.7079363,403.0,1570043554.8594265,53.0610740834926,1570043556.899138,-1.0,0.0,
1570043555.7399473,403.0,1570043554.8694265,53.0610740834926,1570043556.9591804,-1.0,0.0,
1570043555.7758973,404.0,1570043554.8794265,53.067463561708486,1570043557.0216696,-1.0,0.0,
1570043555.807927,403.0,1570043554.8894265,53.067463561708486,1570043557.080474,-1.0,0.0,
1570043555.840006,404.0,1570043554.8994265,53.410420080248,1570043557.1441774,-1.0,0.0,
1570043555.8759995,403.0,1570043554.9094265,53.410420080248,1570043557.210416,-1.0,0.0,
1570043555.9079332,404.0,1570043554.9194264,53.410420080248,1570043557.3428903,1.0,1.0,
1570043555.9399276,403.0,1570043554.9294264,53.410420080248,1570043557.4094875,1.0,0.0,
1570043555.976158,404.0,1570043554.9394264,53.42551220717986,1570043557.5054352,1.0,0.0,
1570043556.0079758,404.0,1570043554.9494264,53.38164405665088,1570043557.5457056,1.0,0.0,
1570043556.039936,404.0,1570043554.9594264,53.07387930884882,1570043557.6204062,1.0,0.0,
1570043556.0760145,404.0,1570043554.9694264,53.07387930884882,1570043557.6791167,1.0,0.0,
1570043556.1079764,404.0,1570043554.9794264,53.960637030628895,1570043557.741658,1.0,0.0,
1570043556.1400306,404.0,1570043554.9894264,53.960637030628895,1570043557.809205,1.0,0.0,
1570043556.1759543,404.0,1570043554.9994264,53.960637030628895,1570043557.87543,1.0,0.0,
1570043556.2079363,404.0,1570043555.0094264,53.960637030628895,1570043557.9417405,1.0,0.0,
1570043556.2399588,403.0,1570043555.0194263,53.960637030628895,1570043558.0067317,1.0,0.0,
1570043556.276011,404.0,1570043555.0294263,53.960637030628895,1570043558.099192,1.0,0.0,
1570043556.3079178,402.0,1570043555.0394263,53.960637030628895,1570043558.1591766,1.0,0.0,
1570043556.339938,402.0,1570043555.0494263,53.91260500052671,1570043558.2229772,1.0,0.0,
1570043556.375975,400.0,1570043555.0594263,53.76860111145917,1570043558.2804487,1.0,0.0,
1570043556.4079473,398.0,1570043555.0694263,53.76860111145917,1570043558.3392065,1.0,0.0,
1570043556.4399981,396.0,1570043555.0794263,53.50313804669068,1570043558.404197,1.0,0.0,
1570043556.4759614,393.0,1570043555.0894263,53.157461437988026,1570043558.4741967,1.0,0.0,
1570043556.5079985,390.0,1570043555.0994263,52.68136561242137,1570043558.541668,1.0,0.0,
1570043556.539989,386.0,1570043555.1094263,51.73480411059986,1570043558.6080627,1.0,0.0,
1570043556.5759366,382.0,1570043555.1194263,51.73480411059986,1570043558.6956813,1.0,0.0,
1570043556.6079676,379.0,1570043555.1294262,51.73480411059986,1570043558.7591567,0.0,1.0,
1570043556.6399462,375.0,1570043555.1394262,49.54634527672845,1570043558.8204176,0.0,0.0,
1570043556.6759348,370.0,1570043555.1494262,49.54634527672845,1570043558.8791623,0.0,0.0,
1570043556.7079499,366.0,1570043555.1594262,49.54634527672845,1570043558.940438,0.0,0.0,
1570043556.73994,360.0,1570043555.1694262,49.54634527672845,1570043559.0080276,0.0,0.0,
1570043556.775933,356.0,1570043555.1794262,47.49046429644386,1570043559.082953,0.0,0.0,
1570043556.8079007,351.0,1570043555.1894262,47.49046429644386,1570043559.1404855,-1.0,1.0,
1570043556.8399503,346.0,1570043555.1994262,47.49046429644386,1570043559.2066612,-1.0,0.0,
1570043556.875968,341.0,1570043555.2094262,47.49046429644386,1570043559.3091464,-1.0,0.0,
1570043556.9079652,336.0,1570043555.2194262,46.260886870400064,1570043559.3592472,-1.0,0.0,
1570043556.939928,330.0,1570043555.2294261,45.397518173919096,1570043559.4216995,-1.0,0.0,
1570043556.9760072,325.0,1570043555.2394261,45.397518173919096,1570043559.4791892,-1.0,0.0,
1570043557.007974,319.0,1570043555.2494261,43.85245583289342,1570043559.5428588,-1.0,0.0,
1570043557.040076,314.0,1570043555.259426,43.35305168219322,1570043559.605382,-1.0,0.0,
1570043557.0759122,307.0,1570043555.269426,42.576266552445254,1570043559.674203,-1.0,0.0,
1570043557.107943,303.0,1570043555.279426,42.664161072428236,1570043559.7391777,-1.0,0.0,
1570043557.139939,297.0,1570043555.289426,42.62784206961141,1570043559.8054132,-1.0,0.0,
1570043557.1759467,291.0,1570043555.299426,41.8156606869743,1570043559.899159,-1.0,0.0,
1570043557.2078872,287.0,1570043555.309426,40.954211417576204,1570043559.9591706,-1.0,0.0,
1570043557.2399702,284.0,1570043555.319426,39.75769048888982,1570043560.020434,-1.0,0.0,
1570043557.2759213,279.0,1570043555.329426,36.49845748808618,1570043560.0779085,-1.0,0.0,
1570043557.307925,277.0,1570043555.339426,36.49845748808618,1570043560.2053711,1.0,1.0,
1570043557.3400557,274.0,1570043555.349426,36.49845748808618,1570043560.2741685,1.0,0.0,
1570043557.3759203,273.0,1570043555.359426,36.49845748808618,1570043560.339215,1.0,0.0,
1570043557.4078999,272.0,1570043555.369426,34.66928511902143,1570043560.4041746,1.0,0.0,
